source,target,edge_type
subject:Study_22:Subject 37458,site:Study_22:Site 1935,ENROLLED_AT
subject:Study_22:Subject 37459,site:Study_22:Site 1935,ENROLLED_AT
subject:Study_22:Subject 37460,site:Study_22:Site 1935,ENROLLED_AT
subject:Study_22:Subject 37461,site:Study_22:Site 1935,ENROLLED_AT
subject:Study_22:Subject 37462,site:Study_22:Site 1935,ENROLLED_AT
subject:Study_22:Subject 37463,site:Study_22:Site 1935,ENROLLED_AT
subject:Study_22:Subject 37464,site:Study_22:Site 1935,ENROLLED_AT
subject:Study_22:Subject 37465,site:Study_22:Site 1936,ENROLLED_AT
subject:Study_22:Subject 37466,site:Study_22:Site 1936,ENROLLED_AT
subject:Study_22:Subject 37467,site:Study_22:Site 1936,ENROLLED_AT
subject:Study_22:Subject 37468,site:Study_22:Site 1936,ENROLLED_AT
subject:Study_22:Subject 37469,site:Study_22:Site 1936,ENROLLED_AT
subject:Study_22:Subject 37470,site:Study_22:Site 1936,ENROLLED_AT
subject:Study_22:Subject 37471,site:Study_22:Site 1936,ENROLLED_AT
subject:Study_22:Subject 37472,site:Study_22:Site 1936,ENROLLED_AT
subject:Study_22:Subject 37473,site:Study_22:Site 1936,ENROLLED_AT
subject:Study_22:Subject 37474,site:Study_22:Site 1936,ENROLLED_AT
subject:Study_22:Subject 37475,site:Study_22:Site 1936,ENROLLED_AT
subject:Study_22:Subject 37476,site:Study_22:Site 1937,ENROLLED_AT
subject:Study_22:Subject 37477,site:Study_22:Site 1937,ENROLLED_AT
subject:Study_22:Subject 37478,site:Study_22:Site 1937,ENROLLED_AT
subject:Study_22:Subject 37479,site:Study_22:Site 1938,ENROLLED_AT
subject:Study_22:Subject 37480,site:Study_22:Site 1938,ENROLLED_AT
subject:Study_22:Subject 37481,site:Study_22:Site 1938,ENROLLED_AT
subject:Study_22:Subject 37482,site:Study_22:Site 1938,ENROLLED_AT
subject:Study_22:Subject 37483,site:Study_22:Site 1938,ENROLLED_AT
subject:Study_22:Subject 37484,site:Study_22:Site 1938,ENROLLED_AT
subject:Study_22:Subject 37485,site:Study_22:Site 1938,ENROLLED_AT
subject:Study_22:Subject 37486,site:Study_22:Site 1938,ENROLLED_AT
subject:Study_22:Subject 37487,site:Study_22:Site 1938,ENROLLED_AT
subject:Study_22:Subject 37488,site:Study_22:Site 1938,ENROLLED_AT
subject:Study_22:Subject 37489,site:Study_22:Site 1938,ENROLLED_AT
subject:Study_22:Subject 37490,site:Study_22:Site 1938,ENROLLED_AT
subject:Study_22:Subject 37491,site:Study_22:Site 1938,ENROLLED_AT
subject:Study_22:Subject 37492,site:Study_22:Site 1938,ENROLLED_AT
subject:Study_22:Subject 37493,site:Study_22:Site 1938,ENROLLED_AT
subject:Study_22:Subject 37494,site:Study_22:Site 1938,ENROLLED_AT
subject:Study_22:Subject 37495,site:Study_22:Site 1939,ENROLLED_AT
subject:Study_22:Subject 37496,site:Study_22:Site 1939,ENROLLED_AT
subject:Study_22:Subject 37497,site:Study_22:Site 1939,ENROLLED_AT
subject:Study_22:Subject 37498,site:Study_22:Site 1939,ENROLLED_AT
subject:Study_22:Subject 37499,site:Study_22:Site 1939,ENROLLED_AT
subject:Study_22:Subject 37500,site:Study_22:Site 1939,ENROLLED_AT
subject:Study_22:Subject 37501,site:Study_22:Site 1939,ENROLLED_AT
subject:Study_22:Subject 37502,site:Study_22:Site 1939,ENROLLED_AT
subject:Study_22:Subject 37503,site:Study_22:Site 1939,ENROLLED_AT
subject:Study_22:Subject 37504,site:Study_22:Site 1939,ENROLLED_AT
subject:Study_22:Subject 37505,site:Study_22:Site 1940,ENROLLED_AT
subject:Study_22:Subject 37506,site:Study_22:Site 1940,ENROLLED_AT
subject:Study_22:Subject 37507,site:Study_22:Site 1940,ENROLLED_AT
subject:Study_22:Subject 37508,site:Study_22:Site 1941,ENROLLED_AT
subject:Study_22:Subject 37509,site:Study_22:Site 1941,ENROLLED_AT
subject:Study_22:Subject 37510,site:Study_22:Site 1941,ENROLLED_AT
subject:Study_22:Subject 37511,site:Study_22:Site 1941,ENROLLED_AT
subject:Study_22:Subject 37512,site:Study_22:Site 1941,ENROLLED_AT
subject:Study_22:Subject 37513,site:Study_22:Site 1942,ENROLLED_AT
subject:Study_22:Subject 37514,site:Study_22:Site 1942,ENROLLED_AT
subject:Study_22:Subject 37515,site:Study_22:Site 1942,ENROLLED_AT
subject:Study_22:Subject 37516,site:Study_22:Site 1942,ENROLLED_AT
subject:Study_22:Subject 37517,site:Study_22:Site 1942,ENROLLED_AT
subject:Study_22:Subject 37518,site:Study_22:Site 1942,ENROLLED_AT
subject:Study_22:Subject 37519,site:Study_22:Site 1942,ENROLLED_AT
subject:Study_22:Subject 37520,site:Study_22:Site 1942,ENROLLED_AT
subject:Study_22:Subject 37521,site:Study_22:Site 1942,ENROLLED_AT
subject:Study_22:Subject 37522,site:Study_22:Site 1942,ENROLLED_AT
subject:Study_22:Subject 37523,site:Study_22:Site 1942,ENROLLED_AT
subject:Study_22:Subject 37524,site:Study_22:Site 1942,ENROLLED_AT
subject:Study_22:Subject 37525,site:Study_22:Site 1942,ENROLLED_AT
subject:Study_22:Subject 37526,site:Study_22:Site 1942,ENROLLED_AT
subject:Study_22:Subject 37527,site:Study_22:Site 1942,ENROLLED_AT
subject:Study_22:Subject 37528,site:Study_22:Site 1942,ENROLLED_AT
subject:Study_22:Subject 37529,site:Study_22:Site 1942,ENROLLED_AT
subject:Study_22:Subject 37530,site:Study_22:Site 1942,ENROLLED_AT
subject:Study_22:Subject 37531,site:Study_22:Site 1942,ENROLLED_AT
subject:Study_22:Subject 37532,site:Study_22:Site 1942,ENROLLED_AT
subject:Study_22:Subject 37533,site:Study_22:Site 1943,ENROLLED_AT
subject:Study_22:Subject 37534,site:Study_22:Site 1943,ENROLLED_AT
subject:Study_22:Subject 37535,site:Study_22:Site 1943,ENROLLED_AT
subject:Study_22:Subject 37536,site:Study_22:Site 1943,ENROLLED_AT
subject:Study_22:Subject 37537,site:Study_22:Site 1943,ENROLLED_AT
subject:Study_22:Subject 37538,site:Study_22:Site 1943,ENROLLED_AT
subject:Study_22:Subject 37539,site:Study_22:Site 1943,ENROLLED_AT
subject:Study_22:Subject 37540,site:Study_22:Site 1944,ENROLLED_AT
subject:Study_22:Subject 37541,site:Study_22:Site 1944,ENROLLED_AT
subject:Study_22:Subject 37542,site:Study_22:Site 1944,ENROLLED_AT
subject:Study_22:Subject 37543,site:Study_22:Site 1944,ENROLLED_AT
subject:Study_22:Subject 37544,site:Study_22:Site 1944,ENROLLED_AT
subject:Study_22:Subject 37545,site:Study_22:Site 1944,ENROLLED_AT
subject:Study_22:Subject 37546,site:Study_22:Site 1944,ENROLLED_AT
subject:Study_22:Subject 37547,site:Study_22:Site 1944,ENROLLED_AT
subject:Study_22:Subject 37548,site:Study_22:Site 1944,ENROLLED_AT
subject:Study_22:Subject 37549,site:Study_22:Site 1944,ENROLLED_AT
subject:Study_22:Subject 37550,site:Study_22:Site 1944,ENROLLED_AT
subject:Study_22:Subject 37551,site:Study_22:Site 1944,ENROLLED_AT
subject:Study_22:Subject 37552,site:Study_22:Site 1944,ENROLLED_AT
subject:Study_22:Subject 37553,site:Study_22:Site 1944,ENROLLED_AT
subject:Study_22:Subject 37554,site:Study_22:Site 1944,ENROLLED_AT
subject:Study_22:Subject 37555,site:Study_22:Site 1944,ENROLLED_AT
subject:Study_22:Subject 37556,site:Study_22:Site 1944,ENROLLED_AT
subject:Study_22:Subject 37557,site:Study_22:Site 1944,ENROLLED_AT
subject:Study_22:Subject 37558,site:Study_22:Site 1944,ENROLLED_AT
subject:Study_22:Subject 37559,site:Study_22:Site 1944,ENROLLED_AT
subject:Study_22:Subject 37560,site:Study_22:Site 1944,ENROLLED_AT
subject:Study_22:Subject 37561,site:Study_22:Site 1944,ENROLLED_AT
subject:Study_22:Subject 37562,site:Study_22:Site 1944,ENROLLED_AT
subject:Study_22:Subject 37563,site:Study_22:Site 1944,ENROLLED_AT
subject:Study_22:Subject 37564,site:Study_22:Site 1944,ENROLLED_AT
subject:Study_22:Subject 37565,site:Study_22:Site 1945,ENROLLED_AT
subject:Study_22:Subject 37566,site:Study_22:Site 1945,ENROLLED_AT
subject:Study_22:Subject 37567,site:Study_22:Site 1945,ENROLLED_AT
subject:Study_22:Subject 37568,site:Study_22:Site 1945,ENROLLED_AT
subject:Study_22:Subject 37569,site:Study_22:Site 1945,ENROLLED_AT
subject:Study_22:Subject 37570,site:Study_22:Site 1945,ENROLLED_AT
subject:Study_22:Subject 37571,site:Study_22:Site 1945,ENROLLED_AT
subject:Study_22:Subject 37572,site:Study_22:Site 1945,ENROLLED_AT
subject:Study_22:Subject 37573,site:Study_22:Site 1945,ENROLLED_AT
subject:Study_22:Subject 37574,site:Study_22:Site 1945,ENROLLED_AT
subject:Study_22:Subject 37575,site:Study_22:Site 1945,ENROLLED_AT
subject:Study_22:Subject 37576,site:Study_22:Site 1945,ENROLLED_AT
subject:Study_22:Subject 37577,site:Study_22:Site 1945,ENROLLED_AT
subject:Study_22:Subject 37578,site:Study_22:Site 1945,ENROLLED_AT
subject:Study_22:Subject 37579,site:Study_22:Site 1945,ENROLLED_AT
subject:Study_22:Subject 37580,site:Study_22:Site 1945,ENROLLED_AT
subject:Study_22:Subject 37581,site:Study_22:Site 1945,ENROLLED_AT
subject:Study_22:Subject 37582,site:Study_22:Site 1945,ENROLLED_AT
subject:Study_22:Subject 37583,site:Study_22:Site 1945,ENROLLED_AT
subject:Study_22:Subject 37584,site:Study_22:Site 1945,ENROLLED_AT
subject:Study_22:Subject 37585,site:Study_22:Site 1945,ENROLLED_AT
subject:Study_22:Subject 37586,site:Study_22:Site 1945,ENROLLED_AT
subject:Study_22:Subject 37587,site:Study_22:Site 1945,ENROLLED_AT
subject:Study_22:Subject 37588,site:Study_22:Site 1945,ENROLLED_AT
subject:Study_22:Subject 37589,site:Study_22:Site 1945,ENROLLED_AT
subject:Study_22:Subject 37590,site:Study_22:Site 1945,ENROLLED_AT
subject:Study_22:Subject 37591,site:Study_22:Site 1945,ENROLLED_AT
subject:Study_22:Subject 37592,site:Study_22:Site 1945,ENROLLED_AT
subject:Study_22:Subject 37593,site:Study_22:Site 1945,ENROLLED_AT
subject:Study_22:Subject 37594,site:Study_22:Site 1945,ENROLLED_AT
subject:Study_22:Subject 37595,site:Study_22:Site 1945,ENROLLED_AT
subject:Study_22:Subject 37596,site:Study_22:Site 1945,ENROLLED_AT
subject:Study_22:Subject 37597,site:Study_22:Site 1945,ENROLLED_AT
subject:Study_22:Subject 37598,site:Study_22:Site 1945,ENROLLED_AT
subject:Study_22:Subject 37599,site:Study_22:Site 1945,ENROLLED_AT
subject:Study_22:Subject 37600,site:Study_22:Site 1945,ENROLLED_AT
subject:Study_22:Subject 37601,site:Study_22:Site 1945,ENROLLED_AT
subject:Study_22:Subject 37602,site:Study_22:Site 1945,ENROLLED_AT
subject:Study_22:Subject 37603,site:Study_22:Site 1945,ENROLLED_AT
subject:Study_22:Subject 37604,site:Study_22:Site 1945,ENROLLED_AT
subject:Study_22:Subject 37605,site:Study_22:Site 1946,ENROLLED_AT
subject:Study_22:Subject 37606,site:Study_22:Site 1946,ENROLLED_AT
subject:Study_22:Subject 37607,site:Study_22:Site 1946,ENROLLED_AT
subject:Study_22:Subject 37608,site:Study_22:Site 1946,ENROLLED_AT
subject:Study_22:Subject 37609,site:Study_22:Site 1946,ENROLLED_AT
subject:Study_22:Subject 37610,site:Study_22:Site 1946,ENROLLED_AT
subject:Study_22:Subject 37611,site:Study_22:Site 1946,ENROLLED_AT
subject:Study_22:Subject 37612,site:Study_22:Site 1946,ENROLLED_AT
subject:Study_22:Subject 37613,site:Study_22:Site 1946,ENROLLED_AT
subject:Study_22:Subject 37614,site:Study_22:Site 1946,ENROLLED_AT
subject:Study_22:Subject 37615,site:Study_22:Site 1946,ENROLLED_AT
subject:Study_22:Subject 37616,site:Study_22:Site 1946,ENROLLED_AT
subject:Study_22:Subject 37617,site:Study_22:Site 1946,ENROLLED_AT
subject:Study_22:Subject 37618,site:Study_22:Site 1946,ENROLLED_AT
subject:Study_22:Subject 37619,site:Study_22:Site 1946,ENROLLED_AT
subject:Study_22:Subject 37620,site:Study_22:Site 1946,ENROLLED_AT
subject:Study_22:Subject 37621,site:Study_22:Site 1946,ENROLLED_AT
subject:Study_22:Subject 37622,site:Study_22:Site 1946,ENROLLED_AT
subject:Study_22:Subject 37623,site:Study_22:Site 1946,ENROLLED_AT
subject:Study_22:Subject 37624,site:Study_22:Site 1946,ENROLLED_AT
subject:Study_22:Subject 37625,site:Study_22:Site 1946,ENROLLED_AT
subject:Study_22:Subject 37626,site:Study_22:Site 1946,ENROLLED_AT
subject:Study_22:Subject 37627,site:Study_22:Site 1946,ENROLLED_AT
subject:Study_22:Subject 37628,site:Study_22:Site 1946,ENROLLED_AT
subject:Study_22:Subject 37629,site:Study_22:Site 1946,ENROLLED_AT
subject:Study_22:Subject 37630,site:Study_22:Site 1946,ENROLLED_AT
subject:Study_22:Subject 37631,site:Study_22:Site 1946,ENROLLED_AT
subject:Study_22:Subject 37632,site:Study_22:Site 1946,ENROLLED_AT
subject:Study_22:Subject 37633,site:Study_22:Site 1946,ENROLLED_AT
subject:Study_22:Subject 37634,site:Study_22:Site 1946,ENROLLED_AT
subject:Study_22:Subject 37635,site:Study_22:Site 1946,ENROLLED_AT
subject:Study_22:Subject 37636,site:Study_22:Site 1946,ENROLLED_AT
subject:Study_22:Subject 37637,site:Study_22:Site 1946,ENROLLED_AT
subject:Study_22:Subject 37638,site:Study_22:Site 1946,ENROLLED_AT
subject:Study_22:Subject 37639,site:Study_22:Site 1946,ENROLLED_AT
subject:Study_22:Subject 37640,site:Study_22:Site 1946,ENROLLED_AT
subject:Study_22:Subject 37641,site:Study_22:Site 1946,ENROLLED_AT
subject:Study_22:Subject 37642,site:Study_22:Site 1946,ENROLLED_AT
subject:Study_22:Subject 37643,site:Study_22:Site 1946,ENROLLED_AT
subject:Study_22:Subject 37644,site:Study_22:Site 1946,ENROLLED_AT
subject:Study_22:Subject 37645,site:Study_22:Site 1946,ENROLLED_AT
subject:Study_22:Subject 37646,site:Study_22:Site 1946,ENROLLED_AT
subject:Study_22:Subject 37647,site:Study_22:Site 1946,ENROLLED_AT
subject:Study_22:Subject 37648,site:Study_22:Site 1946,ENROLLED_AT
subject:Study_22:Subject 37649,site:Study_22:Site 1946,ENROLLED_AT
subject:Study_22:Subject 37650,site:Study_22:Site 1946,ENROLLED_AT
subject:Study_22:Subject 37651,site:Study_22:Site 1946,ENROLLED_AT
subject:Study_22:Subject 37652,site:Study_22:Site 1946,ENROLLED_AT
subject:Study_22:Subject 37653,site:Study_22:Site 1946,ENROLLED_AT
subject:Study_22:Subject 37654,site:Study_22:Site 1946,ENROLLED_AT
subject:Study_22:Subject 37655,site:Study_22:Site 1946,ENROLLED_AT
subject:Study_22:Subject 37656,site:Study_22:Site 1946,ENROLLED_AT
subject:Study_22:Subject 37657,site:Study_22:Site 1947,ENROLLED_AT
subject:Study_22:Subject 37658,site:Study_22:Site 1947,ENROLLED_AT
subject:Study_22:Subject 37659,site:Study_22:Site 1947,ENROLLED_AT
subject:Study_22:Subject 37660,site:Study_22:Site 1947,ENROLLED_AT
subject:Study_22:Subject 37661,site:Study_22:Site 1947,ENROLLED_AT
subject:Study_22:Subject 37662,site:Study_22:Site 1947,ENROLLED_AT
subject:Study_22:Subject 37663,site:Study_22:Site 1947,ENROLLED_AT
subject:Study_22:Subject 37664,site:Study_22:Site 1947,ENROLLED_AT
subject:Study_22:Subject 37665,site:Study_22:Site 1947,ENROLLED_AT
subject:Study_22:Subject 37666,site:Study_22:Site 1947,ENROLLED_AT
subject:Study_22:Subject 37667,site:Study_22:Site 1947,ENROLLED_AT
subject:Study_22:Subject 37668,site:Study_22:Site 1947,ENROLLED_AT
subject:Study_22:Subject 37669,site:Study_22:Site 1947,ENROLLED_AT
subject:Study_22:Subject 37670,site:Study_22:Site 1947,ENROLLED_AT
subject:Study_22:Subject 37671,site:Study_22:Site 1947,ENROLLED_AT
subject:Study_22:Subject 37672,site:Study_22:Site 1947,ENROLLED_AT
subject:Study_22:Subject 37673,site:Study_22:Site 1947,ENROLLED_AT
subject:Study_22:Subject 37674,site:Study_22:Site 1947,ENROLLED_AT
subject:Study_22:Subject 37675,site:Study_22:Site 1947,ENROLLED_AT
subject:Study_22:Subject 37676,site:Study_22:Site 1947,ENROLLED_AT
subject:Study_22:Subject 37677,site:Study_22:Site 1947,ENROLLED_AT
subject:Study_22:Subject 37678,site:Study_22:Site 1947,ENROLLED_AT
subject:Study_22:Subject 37679,site:Study_22:Site 1947,ENROLLED_AT
subject:Study_22:Subject 37680,site:Study_22:Site 1947,ENROLLED_AT
subject:Study_22:Subject 37681,site:Study_22:Site 1947,ENROLLED_AT
subject:Study_22:Subject 37682,site:Study_22:Site 1947,ENROLLED_AT
subject:Study_22:Subject 37683,site:Study_22:Site 1947,ENROLLED_AT
subject:Study_22:Subject 37684,site:Study_22:Site 1947,ENROLLED_AT
subject:Study_22:Subject 37685,site:Study_22:Site 1947,ENROLLED_AT
subject:Study_22:Subject 37686,site:Study_22:Site 1947,ENROLLED_AT
subject:Study_22:Subject 37687,site:Study_22:Site 1947,ENROLLED_AT
subject:Study_22:Subject 37688,site:Study_22:Site 1947,ENROLLED_AT
subject:Study_22:Subject 37689,site:Study_22:Site 1928,ENROLLED_AT
subject:Study_22:Subject 37690,site:Study_22:Site 1947,ENROLLED_AT
subject:Study_22:Subject 37691,site:Study_22:Site 1947,ENROLLED_AT
subject:Study_22:Subject 37692,site:Study_22:Site 1947,ENROLLED_AT
subject:Study_22:Subject 37693,site:Study_22:Site 1947,ENROLLED_AT
subject:Study_22:Subject 37694,site:Study_22:Site 1947,ENROLLED_AT
subject:Study_22:Subject 37695,site:Study_22:Site 1947,ENROLLED_AT
subject:Study_22:Subject 37696,site:Study_22:Site 1947,ENROLLED_AT
subject:Study_22:Subject 37697,site:Study_22:Site 1947,ENROLLED_AT
subject:Study_22:Subject 37698,site:Study_22:Site 1947,ENROLLED_AT
subject:Study_22:Subject 37699,site:Study_22:Site 1947,ENROLLED_AT
subject:Study_22:Subject 37700,site:Study_22:Site 1947,ENROLLED_AT
subject:Study_22:Subject 37701,site:Study_22:Site 1947,ENROLLED_AT
subject:Study_22:Subject 37702,site:Study_22:Site 1948,ENROLLED_AT
subject:Study_22:Subject 37703,site:Study_22:Site 1948,ENROLLED_AT
subject:Study_22:Subject 37704,site:Study_22:Site 1948,ENROLLED_AT
subject:Study_22:Subject 37705,site:Study_22:Site 1948,ENROLLED_AT
subject:Study_22:Subject 37706,site:Study_22:Site 1948,ENROLLED_AT
subject:Study_22:Subject 37707,site:Study_22:Site 1948,ENROLLED_AT
subject:Study_22:Subject 37708,site:Study_22:Site 1948,ENROLLED_AT
subject:Study_22:Subject 37709,site:Study_22:Site 1948,ENROLLED_AT
subject:Study_22:Subject 37710,site:Study_22:Site 1948,ENROLLED_AT
subject:Study_22:Subject 37711,site:Study_22:Site 1948,ENROLLED_AT
subject:Study_22:Subject 37712,site:Study_22:Site 1948,ENROLLED_AT
subject:Study_22:Subject 37713,site:Study_22:Site 1948,ENROLLED_AT
subject:Study_22:Subject 37714,site:Study_22:Site 1948,ENROLLED_AT
subject:Study_22:Subject 37715,site:Study_22:Site 1948,ENROLLED_AT
subject:Study_22:Subject 37716,site:Study_22:Site 1948,ENROLLED_AT
subject:Study_22:Subject 37717,site:Study_22:Site 1948,ENROLLED_AT
subject:Study_22:Subject 37718,site:Study_22:Site 1948,ENROLLED_AT
subject:Study_22:Subject 37719,site:Study_22:Site 1948,ENROLLED_AT
subject:Study_22:Subject 37720,site:Study_22:Site 1948,ENROLLED_AT
subject:Study_22:Subject 37721,site:Study_22:Site 1948,ENROLLED_AT
subject:Study_22:Subject 37722,site:Study_22:Site 1948,ENROLLED_AT
subject:Study_22:Subject 37723,site:Study_22:Site 1948,ENROLLED_AT
subject:Study_22:Subject 37724,site:Study_22:Site 1948,ENROLLED_AT
subject:Study_22:Subject 37725,site:Study_22:Site 1948,ENROLLED_AT
subject:Study_22:Subject 37726,site:Study_22:Site 1948,ENROLLED_AT
subject:Study_22:Subject 37727,site:Study_22:Site 1948,ENROLLED_AT
subject:Study_22:Subject 37728,site:Study_22:Site 1948,ENROLLED_AT
subject:Study_22:Subject 37729,site:Study_22:Site 1948,ENROLLED_AT
subject:Study_22:Subject 37730,site:Study_22:Site 1948,ENROLLED_AT
subject:Study_22:Subject 37731,site:Study_22:Site 1948,ENROLLED_AT
subject:Study_22:Subject 37732,site:Study_22:Site 1948,ENROLLED_AT
subject:Study_22:Subject 37733,site:Study_22:Site 1948,ENROLLED_AT
subject:Study_22:Subject 37734,site:Study_22:Site 1948,ENROLLED_AT
subject:Study_22:Subject 37735,site:Study_22:Site 1948,ENROLLED_AT
subject:Study_22:Subject 37736,site:Study_22:Site 1948,ENROLLED_AT
subject:Study_22:Subject 37737,site:Study_22:Site 1948,ENROLLED_AT
subject:Study_22:Subject 37738,site:Study_22:Site 1948,ENROLLED_AT
subject:Study_22:Subject 37739,site:Study_22:Site 1948,ENROLLED_AT
subject:Study_22:Subject 37740,site:Study_22:Site 1948,ENROLLED_AT
subject:Study_22:Subject 37741,site:Study_22:Site 1948,ENROLLED_AT
subject:Study_22:Subject 37742,site:Study_22:Site 1948,ENROLLED_AT
subject:Study_22:Subject 37743,site:Study_22:Site 1948,ENROLLED_AT
subject:Study_22:Subject 37744,site:Study_22:Site 1948,ENROLLED_AT
subject:Study_22:Subject 37745,site:Study_22:Site 1948,ENROLLED_AT
subject:Study_22:Subject 37746,site:Study_22:Site 1948,ENROLLED_AT
subject:Study_22:Subject 37747,site:Study_22:Site 1948,ENROLLED_AT
subject:Study_22:Subject 37748,site:Study_22:Site 1948,ENROLLED_AT
subject:Study_22:Subject 37749,site:Study_22:Site 1948,ENROLLED_AT
subject:Study_22:Subject 37750,site:Study_22:Site 1948,ENROLLED_AT
subject:Study_22:Subject 37751,site:Study_22:Site 1948,ENROLLED_AT
subject:Study_22:Subject 37752,site:Study_22:Site 1948,ENROLLED_AT
subject:Study_22:Subject 37753,site:Study_22:Site 1948,ENROLLED_AT
subject:Study_22:Subject 37754,site:Study_22:Site 1949,ENROLLED_AT
subject:Study_22:Subject 37755,site:Study_22:Site 1949,ENROLLED_AT
subject:Study_22:Subject 37756,site:Study_22:Site 1949,ENROLLED_AT
subject:Study_22:Subject 37757,site:Study_22:Site 1949,ENROLLED_AT
subject:Study_22:Subject 37758,site:Study_22:Site 1949,ENROLLED_AT
subject:Study_22:Subject 37759,site:Study_22:Site 1949,ENROLLED_AT
subject:Study_22:Subject 37760,site:Study_22:Site 1949,ENROLLED_AT
subject:Study_22:Subject 37761,site:Study_22:Site 1949,ENROLLED_AT
